species_id,volume,flower_color_free_text,color_category
19. Walsura Roxb.,4,flowers white,WHITE
5. W. robusta,4,no flower colour mentioned,UNKNOWN
4. W. perrottetii,4,no flower colour mentioned,UNKNOWN
2. W.hypoleuca,4,no flower colour mentioned,UNKNOWN
"1. Walsura candollei King in J. Asiat. Soc. Bengal Pt. 2, Nat. Hist. 64: 84.1895.",4,flowers white,WHITE
"2. Walsura  hypoleuca  Kurz, Rep. Veg. Andaman  Id.  33. 1870 &  in J. Asiat. Soc.",4,flowers white,WHITE
"3. Walsura oxycarpa  Kurz in J. Asiat. Soc. Bengal  Pt.2, Nat. Hist. 44: 200.1875 &",4,no flower colour mentioned,UNKNOWN
4. Walsura perrottetii C D C . in Annuaire Conserv. Jard. Bot. Geneve  10:152.1907.,4,no flower colour mentioned,UNKNOWN
"5. Walsura robusta Roxb., Fl. Ind. 2:386.  1832; Hiern  in Hook, f.,  Fl. Brit. India  1:",4,flowers yellowish or white,WHITE
"6. Walsura trifolia (A. Juss.) Harms in Engl. & Prantl, Nat. Pflanzenfam. ed 2,19bl:",4,no flower colour mentioned,UNKNOWN
"7. Walsura tubulata Hiern in Hook, f.,  Fl. Brit. India  1:563.1875.",4,flowers yellow,YELLOW
"1. Cedrela odorata L., Sp. PI. 289.1753.",4,no flower colour mentioned,UNKNOWN
"2. Khaya grandifoliola C D C . in Bull. Soc. Bot. France 8:10.1907; B. Sharma et al.,",4,no flower colour mentioned,UNKNOWN
3. Khaya senegalensis  A. Juss. in Mem. Mus. Hist. Nat.  19:249.1830.,4,flowers yellow,YELLOW
"5. Swietenia mahagoni (L.) Jacq., Enum. Syst. PI. 20.1760.",4,no flower colour mentioned,UNKNOWN
"6. Swietenia macrophylla  King in Hooker's Icon. PI.  16,1.1550.1886.",4,flowers greenish,GREENISH
"1. Dichapetalum  gelonioides  (Roxb.)  Engl, in Engl. &  Prantl,  Pflanzenfam.  3,4:",4,no flower colour mentioned,UNKNOWN
"1832. Chailletia gelonioides  (Roxb.)  Beddome, Fl. Sylv. S. India 59, t. 9, f. I.  1-8. 1870,",4,flowers greenish white,WHITE
2. Dichapetalum  platyphyllum  Merr.  in  Philipp. J.  Sci. 30: 401.  1926; Leenh.  in,4,no flower colour mentioned,UNKNOWN
"3. Dichapetalum  timoriense  (DC.)  Boerl.,  Handl.  Fl.  Ned.  Ind.  1:  199.  i890.",4,no flower colour mentioned,UNKNOWN
"1996. Herbs,  perennial,  epiphytic,  scapigerous,tuberous;  tubers  white  with  light  violet",4,flowers cream white,WHITE
3. Olax  scandens  Roxb.,5,no flower colour mentioned,UNKNOWN
8. Stemonurus  secundiflorus  Blume,5,no flower colour mentioned,UNKNOWN
10. Opilia  amentacea  Roxb.,5,no flower colour mentioned,UNKNOWN
11. Cardiopteris  quinqueloba  (Hassk.)  Hassk.,5,no flower colour mentioned,UNKNOWN
15. Ilex  insignis Hook.f.,5,no flower colour mentioned,UNKNOWN
22. Microtropis  ramiflora  Wight,5,no flower colour mentioned,UNKNOWN
24. Siphonodon celastrineus  Griffith,5,no flower colour mentioned,UNKNOWN
27. Loeseneriella  parkinsonii  (T. Chakrab. &  Gang.),5,no flower colour mentioned,UNKNOWN
28. Reissantia grahamii  (Wight) Ding Hou,5,no flower colour mentioned,UNKNOWN
30. RHAMNACEAE,5,no flower colour mentioned,UNKNOWN
52. Berchemia  floribunda  (Wallich)  Brongn.,5,no flower colour mentioned,UNKNOWN
54. Ziziphus  xylocarpa  (Retz)  Willd.,5,no flower colour mentioned,UNKNOWN
68. Ampelocissus  araneosa  (Dalz.)  Planchon  ex  Gamble,5,no flower colour mentioned,UNKNOWN
75. Leea  aequata  L.,5,no flower colour mentioned,UNKNOWN
79. Harpullia  arborea  (Blanco)  Radlk.,5,no flower colour mentioned,UNKNOWN
82. Sapindus  mukorossi  Gaertner,5,no flower colour mentioned,UNKNOWN
83. Aesculus  indica (Wallich  ex Cambess.) Hook.f.,5,no flower colour mentioned,UNKNOWN
87. Acer thomsonii  Miq.,5,no flower colour mentioned,UNKNOWN
88. Turpinia  malabarica  Gamble,5,no flower colour mentioned,UNKNOWN
91. Meliosma  simplicifolia  (Roxb.)  Walp.,5,no flower colour mentioned,UNKNOWN
104. Anacardium  occidentale  L.,5,no flower colour mentioned,UNKNOWN
113. Spondias  pinnata  (L.f.)  Kurz,5,no flower colour mentioned,UNKNOWN
114. Coriaria  nepalensis  Wallich,5,no flower colour mentioned,UNKNOWN
115. Moringa  oleifera  Lam.,5,no flower colour mentioned,UNKNOWN
116. Cnestis  palala  (Lour.)  Merr.  ssp. palala,5,no flower colour mentioned,UNKNOWN
120. Ellipanthus  tomentosus  Kurz  ssp. tomentosus,5,no flower colour mentioned,UNKNOWN
121. Rourea  minor  (Gaertner)  Leenh.,5,no flower colour mentioned,UNKNOWN
2. Ei-ytliropalum,5,no flower colour mentioned,UNKNOWN
3. Olax,5,no flower colour mentioned,UNKNOWN
6. Ximenia,5,no flower colour mentioned,UNKNOWN
5. Strombosia,5,no flower colour mentioned,UNKNOWN
4. Schoepfia,5,no flower colour mentioned,UNKNOWN
1. Anacolosa  Blume,5,no flower colour mentioned,UNKNOWN
4. A.  ilicoides,5,no flower colour mentioned,UNKNOWN
2. A.  frutesccns,5,no flower colour mentioned,UNKNOWN
1. A.  densiflora,5,no flower colour mentioned,UNKNOWN
1. Anacolosa  densiflora  Beddome  in Madras  J.  Lit.  Sci.  Ser.  3.  1: 38.,5,flowers yellow,YELLOW
"2. Anacolosa  frutescens  (Blume)  Blume, Mus. Bot.  Lugd.  Bat.  1. 251.",5,no flower colour mentioned,UNKNOWN
3. Anacolosa  griffithii  Masters  in  Fl.  Brit.  India  1: 580.  1875.,5,no flower colour mentioned,UNKNOWN
4. Anacolosa  ilicoides  Masters  in  Fl.  Brit.  India  1: 580.  1875.,5,flowers greenish white,WHITE
2. Erythropalum  Blume,5,flowers white or yellow or greenish,WHITE
3. Olax  L.,5,no flower colour mentioned,UNKNOWN
4. O.  scandens,5,no flower colour mentioned,UNKNOWN
3. O. nana,5,no flower colour mentioned,UNKNOWN
1. O. acuminata,5,no flower colour mentioned,UNKNOWN
2. O.  imbricata,5,no flower colour mentioned,UNKNOWN
6. O. zeylanica,5,no flower colour mentioned,UNKNOWN
1. Olax  acuminata  Wallich  ex  Benth.  in  Trans.  Linn.  Soc.  18: 678.,5,flowers white or greenish yellow,WHITE
"2. Olax  imbricata  Roxb.,  Fl.  Ind.  1:  164.  1820;  Masters  in  Fl.  Brit.",5,flowers white,WHITE
3. Olax  nana  Wallich  ex  Benth.  in  Proc.  Linn.  Soc.  1:  88.  1840  et  in,5,flowers creamy or whitish,WHITE
"4. Olax  scandens  Roxb.,  PI.  Corom.'2:  2.t.  102.  1798;  Masters  in  Fl.",5,flowers white,WHITE
"3. Staminodes  2-cleft  at  apex.  Ovary  ovoid,  glabrous;  style  linear,  half  as  long",5,no flower colour mentioned,UNKNOWN
"5. Olax  wightiana  Wallich  ex  Wight  & Arn.,  Prodr.  Fl.  Penins.  Ind.",5,flowers white,WHITE
"6. Olax  zeylanica  L.,  Sp.  PI.  34.  1753;  Masters  in  Fl.  Brit.  India  1:",5,flowers white,WHITE
4. Schoepfia  Schreb.,5,flowers yellow,YELLOW
1. S.  fragrans,5,no flower colour mentioned,UNKNOWN
2. S.  griffithii,5,no flower colour mentioned,UNKNOWN
3. S. jasminodora,5,no flower colour mentioned,UNKNOWN
"1. Schoepfia  fragrans  Wallich in Roxb., Fl. Ind. ed. 2:  188. 1824; Masters",5,flowers yellowish white or golden yellow,WHITE
2. Schoepfia  griffithii  Tiegh.  ex  Steenis  in  Reinwardtia  1: 472.  1952.,5,"flowers cream coloured, tinged with purple",RED
"3. Schoepfia  jasminodora  Sieb. & Zucc,  Abh. Akad.  Wiss.  Munchan",5,flowers orange-brown or yellowish,YELLOW
5. Strombosia  Blume,5,no flower colour mentioned,UNKNOWN
6. Ximenia  L.,5,no flower colour mentioned,UNKNOWN
8. Platea,5,no flower colour mentioned,UNKNOWN
3. Gomphandra,5,no flower colour mentioned,UNKNOWN
1. Apodytes,5,no flower colour mentioned,UNKNOWN
11. Stcmonurus,5,no flower colour mentioned,UNKNOWN
10. Sarcostigma,5,no flower colour mentioned,UNKNOWN
9. Pyrenacantha,5,no flower colour mentioned,UNKNOWN
1. Apodytes  E.  Meyer  ex  Arn.,5,flowers white,WHITE
2. Codiocarpus  Howard,5,no flower colour mentioned,UNKNOWN
"1923. Small trees,  6 to  12 m  tall;  branches  pubescent  or  glabrous,  terete.  Leaves",5,flowers white,WHITE
3. Gomphandra  Wallich  ex  Lindley,5,no flower colour mentioned,UNKNOWN
1. G.  comosa,5,no flower colour mentioned,UNKNOWN
1. Gomphandra  comosa  King in J. As. Soc. Bengal  64 (2):  112. 1895;,5,no flower colour mentioned,UNKNOWN
"2. Gomphandra  coriacea  Wight,  Illustr.  1:  103.  1840. G. polymorpha",5,flowers greenish white,WHITE
3. Gomphandra  tetrandra  (Wallich  ex  Roxb.)  Sleumer  in  Notizbl.,5,no flower colour mentioned,UNKNOWN
3. I.  ovalis,5,"flowers white, petals whitish",WHITE
5. Miquelia  Meissner,5,no flower colour mentioned,UNKNOWN
1. Miquelia  dentata  Beddome  in  Trans.  Linn.  Soc.  London  25. 211.,5,no flower colour mentioned,UNKNOWN
"2. Miquelia  kleinii  Meissner,  Gen. Gorn.  109  1838; Masters  in Fl. Brit.",5,no flower colour mentioned,UNKNOWN
6. Natsiatum  Buch.-Ham.,5,no flower colour mentioned,UNKNOWN
7. Nothapodytes  Blume,5,flowers white,WHITE
8. Platea  Blume,5,no flower colour mentioned,UNKNOWN
"1969. Platystigma  myristiceum  R.  Br.  in  Wallich,  Cat.  n.  7523.  1832.  nom.",5,no flower colour mentioned,UNKNOWN
9. Pyrenacantha  Wight,5,drupes orange-red,RED
10. Sarcostigma  Wight  & Arn.,5,no flower colour mentioned,UNKNOWN
11. Stemonurus  Blume.,5,flowers white,WHITE
"2. Opilia  Roxb.  Willdenowia  12(2):  161-182. KUMAR, A. (1988) The family  Opiliaceae  in Madhya",5,no flower colour mentioned,UNKNOWN
2. Champereia,5,no flower colour mentioned,UNKNOWN
4. Opilia,5,no flower colour mentioned,UNKNOWN
3. Lepionurus,5,no flower colour mentioned,UNKNOWN
1. Cansjera  A.L.  Juss.,5,flowers greenish white or yellow,WHITE
2. Champereia  Griffith,5,no flower colour mentioned,UNKNOWN
"1912. Cansjera manillana Blume,  Mus.  Bot.  Lugd.  Bat.  1: 246.  1850. Opilia",5,no flower colour mentioned,UNKNOWN
3. Lepionurus  Blume,5,flowers yellow,YELLOW
4. Opilia  Roxb.,5,no flower colour mentioned,UNKNOWN
"263. LOESENER,  T. (1901).  Monographia  Aquifoliacearum.  Nov. Acta Abh. Kais.  Leop.-Carol.",5,flowers white,WHITE
20. I.  tadiandamolense,5,no flower colour mentioned,UNKNOWN
23. I.  venulosa,5,no flower colour mentioned,UNKNOWN
9. I.  godajam,5,no flower colour mentioned,UNKNOWN
5. I.  excelsa,5,no flower colour mentioned,UNKNOWN
6. I.  fragilis,5,no flower colour mentioned,UNKNOWN
8. I.  georgei,5,no flower colour mentioned,UNKNOWN
13. I.  khasiana,5,no flower colour mentioned,UNKNOWN
3. I  dipyrena,5,no flower colour mentioned,UNKNOWN
11. I.  insignis,5,no flower colour mentioned,UNKNOWN
26. I.  wightiana,5,no flower colour mentioned,UNKNOWN
12. I.  intricata,5,no flower colour mentioned,UNKNOWN
24. I.  walkeri,5,no flower colour mentioned,UNKNOWN
18. I.  pseudo-odorata,5,no flower colour mentioned,UNKNOWN
"1. Ilex  crenata  Thunb.,  Fl.  Jap.  78.  1784.  var.  thomsonii  (Hook.f.)",5,flowers white,WHITE
"2. Ilex  denticulata  Wallich  ex  Wight,  Illustr.  Ind.  Bot.  t.  149.  1850;",5,no flower colour mentioned,UNKNOWN
"3. Ilex  dipyrena  Wallich  in  Roxb.,  Fl.  Ind.  1: 473.  1820; Hook,  f.,  Fl.",5,flowers whitish green,WHITE
"4. Ilex  embelioides  Hook.f.,  Fl.  Brit.  India  1:  601.  1875.",5,flowers white,WHITE
"5. Ilex  excelsa  (Wallich)  Hook.f.,  Fl.  Brit.  India  1: 603.  1875. Cassine",5,no flower colour mentioned,UNKNOWN
"6. Ilex  fragilis  Hook.f.,  Fl.  Brit.  India  1:  602.  1875.",5,no flower colour mentioned,UNKNOWN
"7. Ilex  gardneriana  Wight,  Ic.  t.  1217.  1831; Hook.f.,  Fl.  Brit.  India",5,no flower colour mentioned,UNKNOWN
8. Ilex  georgei  Comber  in Notes  Roy.  Bot.  Gard.  Edinb.  18: 50.  1933.,5,no flower colour mentioned,UNKNOWN
"9. Ilex  godajam  Wallicji  ex  Hook.f.,  Fl.  Brit.  India  1: 604.  1875; Hu",5,no flower colour mentioned,UNKNOWN
10. Ilex  hookeri  King  in  J.  As.  Soc.  Bengal  55:  266.  pi.  14.  1886.,5,no flower colour mentioned,UNKNOWN
"11. Ilex  insignis  Hook.f,  Fl.  Brit.  India  1:  599.  1875.",5,no flower colour mentioned,UNKNOWN
"12. Ilex  intricata  Hook.f.,  Fl.  Brit.  India  1: 602.  1875.",5,no flower colour mentioned,UNKNOWN
13. Ilex  khasiana  Purakayastha  in  Indian  For.  64:  280.  PI.  24.  1938.,5,no flower colour mentioned,UNKNOWN
14. Ilex  longecaudata  Comber  in  Notes  Roy.  Bot.  Gard.  Edinb.  18:,5,no flower colour mentioned,UNKNOWN
"15. Ilex  malabarica  Beddome,  Fl.  Sylv.  t.  143.  1869-74;  Hook.f.,  Fl.",5,no flower colour mentioned,UNKNOWN
"16. Ilex  nothofagifolia  Ward  in  Gard.  Chron.  Ser.  3,  81:  194.  1927.",5,no flower colour mentioned,UNKNOWN
"17. Ilex  odorata  Buch.-Ham.  ex  D.  Don,  Prodr.  Fl. Nepal.  189.  1825.",5,flowers white,WHITE
18. Ilex  pseudo-odorata  Loes.  in  Nov.  Act.  Acad.  Caes.  Leop.-Carol.,5,no flower colour mentioned,UNKNOWN
19. Ilex  sikkimensis  Kurz  in  J.  As.  Soc.  Bengal  44  (2):  202.  1875.,5,no flower colour mentioned,UNKNOWN
20. Ilex  tadiandamolense  Murty  et  al.  in  Curr.  Sci.  56:  270.  1987.,5,no flower colour mentioned,UNKNOWN
"21. Ilex  triflora  Blume, Bijdr.  1150-  1826. /.  griffithii Hook.f.,  Fl. Brit.",5,no flower colour mentioned,UNKNOWN
22. Ilex  umbellulata  (Wallich)  Loes.  in Nov.  Act.  Acad.  Caes.  Leop.-,5,no flower colour mentioned,UNKNOWN
"23. Ilex  venulosa  Hook.f.,  Fl.  Brit.  India  1: 602.  1875.",5,no flower colour mentioned,UNKNOWN
"24. Ilex  walkeri  Wight  &  Gard.  ex  Thwaites,  Enum.  PI.  Zeyl.  184.",5,flowers white,WHITE
25. Ilex  wattii  Loes.  in  Nov.  Act.  Acad.  Caes.  Leop.-Carol.  Nat.  Cur.,5,no flower colour mentioned,UNKNOWN
"26. Ilex  wightiana  Wallich  ex  Wight,  Ic.  PI.  Ind.  Orient,  t.  1216.  1848;",5,flowers white,WHITE
"1. Ilex  aquifolium  L.,  Sp.  PI.  125.  1753.",5,flowers white,WHITE
2. Ilex  opaca  Ait.  in  Hort.  Kew  J.  1:  169.  1989.,5,flowers white,WHITE
"15. LOESENER,  L.E.T. (1942).  In Engl. &  Prantl, Pflanzenfam. ed.  2, 20 b.  100-200.",5,no flower colour mentioned,UNKNOWN
10. Nicobariodendron,5,no flower colour mentioned,UNKNOWN
12. Siphonodon,5,no flower colour mentioned,UNKNOWN
1. Bhesa,5,no flower colour mentioned,UNKNOWN
9. Microtropis,5,no flower colour mentioned,UNKNOWN
11. Pleurostylia,5,no flower colour mentioned,UNKNOWN
3. B.  robusta,5,no flower colour mentioned,UNKNOWN
1. Bhesa  indica  (Beddome)  Ding  Hou  in Blumea  Suppl. 4:  152.  1958.,5,no flower colour mentioned,UNKNOWN
2. Bhesa  paniculata  Am. in Edinb. New  Phil. J  16: 315.  1834.  Kurrimia,5,no flower colour mentioned,UNKNOWN
3. Bhesa  robusta  (Roxb.)  Ding  Hou  in  Blumea  Suppl.  4:  152.  1958.,5,no flower colour mentioned,UNKNOWN
2. Cassine  L.,5,no flower colour mentioned,UNKNOWN
4. C. viburnifolia,5,no flower colour mentioned,UNKNOWN
2. C. balae,5,no flower colour mentioned,UNKNOWN
"1986. Schrebera  albens  Retz.,  Observ.  Bot.  6:  25. t.  3.  1791. Elaeodendron",5,no flower colour mentioned,UNKNOWN
2. Cassine  balae  Kosterm.  in  Gard.  Bull.  Sing.  39:  185.  1986; Daniel,5,no flower colour mentioned,UNKNOWN
3. Cassine  paniculata  (Wight  &  Am.)  Lobr.-Callen  in  Adansonia  Ser.,5,no flower colour mentioned,UNKNOWN
4. Cassine  viburnifolia  (A.L.  Juss.)  Ding  Hou  in  Fl.  Males.  1:  6(2):,5,flowers white,WHITE
3. Celastrus  L.,5,no flower colour mentioned,UNKNOWN
6. C.  paniculatus,5,no flower colour mentioned,UNKNOWN
1. C. hindsii,5,no flower colour mentioned,UNKNOWN
3. C.  membranifolius,5,no flower colour mentioned,UNKNOWN
7. C. stylosus,5,no flower colour mentioned,UNKNOWN
1. Celastrus  hindsii  Benth.  in  Kew  J.  Bot.  3:  334.  1851;  Ding  Hou,5,flowers white to-cream,WHITE
2. Celastrus  hookeri  Prain.  in  J.  As.  Soc.  Bengal  73:  197.  1904;  Cowan,5,no flower colour mentioned,UNKNOWN
3. Celastrus  membranifolius  Prain  in  J.  As.  Soc.  Bengal  73:  197.  1904.,5,no flower colour mentioned,UNKNOWN
4. Celastrus  monospermoides  Loes.  in  Nova  Guinea  2:  280.  1910.  C.,5,no flower colour mentioned,UNKNOWN
"5. Celastrus  monospermus  Roxb.,  Fl.  Ind.2;  394.  1824.  Celastrus",5,flowers white to greenish yellow,WHITE
"6. Celastrus  paniculatus  Willd.,  Sp.  PI.  1:  1125.  1797;  M.  Lawson  in",5,flowers pale-green,OTHER
"7. Celastrus  stylosus  Wallich  ex  Roxb.,  Fl.  Ind.  2: 401.  1824; M.  Lawson",5,no flower colour mentioned,UNKNOWN
"4. Euonymus  Tour,  ex  L.",5,no flower colour mentioned,UNKNOWN
20. E.  javanicus,5,flowers white,WHITE
25. E.  pendulus,5,no flower colour mentioned,UNKNOWN
22. E.  lawsonii,5,petals purple,PURPLE/BLUE
16. E.  grandiflorus,5,no flower colour mentioned,UNKNOWN
29. E.  tibeticus,5,no flower colour mentioned,UNKNOWN
18. E.  hamiltonianus,5,no flower colour mentioned,UNKNOWN
8. E.  cochinchinensis,5,no flower colour mentioned,UNKNOWN
19. E.  indicus,5,no flower colour mentioned,UNKNOWN
5. E.  bullatus,5,no flower colour mentioned,UNKNOWN
23. E.  macrocarpus,5,no flower colour mentioned,UNKNOWN
30. E.  tingens,5,no flower colour mentioned,UNKNOWN
10. E.  crenulatus,5,petals white or greenish,WHITE
2. E.  angulatus,5,no flower colour mentioned,UNKNOWN
11. E. dichotomus,5,no flower colour mentioned,UNKNOWN
27. E.  serratifolius,5,no flower colour mentioned,UNKNOWN
17. E.  griffithii,5,no flower colour mentioned,UNKNOWN
12. E. cchinatus,5,flowers purple,PURPLE/BLUE
7. E. clivicolus var.  rongchuensis,5,flowers white or greenish,WHITE
13. E.  flmbriatus,5,flowers purple,PURPLE/BLUE
1. E.  amygdalifolius,5,no flower colour mentioned,UNKNOWN
9. E.  cornutoides,5,no flower colour mentioned,UNKNOWN
1. Euonymus  amygdalifolius  Franch.  in  Bull.  Soc.  Bot.  France  33:,5,flowers purple,PURPLE/BLUE
"2. Euonymus  angulatus  Wight,  Ic.  t.  1053.  1846;  M.  Lawson  in  Fl.",5,flowers purplish,PURPLE/BLUE
3. Euonymus  assamicus  Blakelock  in  Kew  Bull.  1949: 242.  1948.,5,"petals creamy, minutely red dotted",RED
4. Euonymus  attenuatus  Wallich  ex  M.  Lawson  in  Fl.  Brit.  India  1:,5,no flower colour mentioned,UNKNOWN
"5. Euonymus  bullatus  Wallich  et  Lodd.,  Bot.  Cab. t.  1749.  1831; M.",5,flowers red,RED
6. Euonymus  cinereus  M.  Lawson  in  Fl.  Brit.  India  1: 611. 1875.,5,no flower colour mentioned,UNKNOWN
7. Euonymus  clivicolus  W. Smith  in Notes  Roy. Bot.  Gard.  Edinb.  10:,5,flowers purple,PURPLE/BLUE
"8. Euonymus  cochinchinensis  Pierre,  Fl.  For.  Cochin.  4.  t.  309  A.",5,no flower colour mentioned,UNKNOWN
"1985. Trees,  5-6  m tall;  branchlets  terete,  slender,  brown,  glabrous.  Leaves",5,no flower colour mentioned,UNKNOWN
9. Euonymus  cornutoides  Loes.  in  Notes  Roy.  Bot.  Gard.  Edinb.  7:,5,no flower colour mentioned,UNKNOWN
"10. Euonymus  crenulatus  Wallich  ex  Wight  & Arn.,  Prod.  Fl.  Penin.",5,no flower colour mentioned,UNKNOWN
"11. Euonymus  dichotomus  Heyne ex  Wallich  in Roxb., Fl. rrtd. 2: 41Q.",5,no flower colour mentioned,UNKNOWN
"12. Euonymus  echinatus  Wallich  ex Roxb., Fl.  Ind. 2: 410.  1824; M.",5,no flower colour mentioned,UNKNOWN
"13. Euonymus  fimbriatus  Wallich  ex  Roxb.,  Fl. Ind.  2: 408.  1824; M.",5,no flower colour mentioned,UNKNOWN
"14. Euonymus  frigidus  Wallich  ex  Roxb.,  Fl.  Ind.  2:  409.  1824;  M.",5,no flower colour mentioned,UNKNOWN
"15. Euonymus  glaber  Roxb.,  Fl. Ind.  2: 403.  1824; M.  Lawson  in Fl.",5,no flower colour mentioned,UNKNOWN
"16. Euonymus  grandiflorus  Wallich  ex  Roxb.,  Fl.  Ind.  2: 404.  1824;",5,no flower colour mentioned,UNKNOWN
17. Euonymus  griffithii  Kurz  in  J.  As.  Soc.  Bengal  41:  73.1872;,5,flowers white,WHITE
"18. Euonymus  hamiltonianus  Wallich  in Roxb.,  Fl. Ind.  2: 403.  1824;",5,no flower colour mentioned,UNKNOWN
"19. Euonymus  indicus  Wallich  ex  Heyne  in  Roxb.,  Fl.  Ind.  2:  409.",5,no flower colour mentioned,UNKNOWN
"20. Euonymus  javanicus  Blume,  Bijdr.  1146. 1827; Kurz  in  J.  As Soc.",5,flowers greenish-yellow,YELLOW
21. Euonymus  kachinensis  Prain  in  J.  As. Soc. Bengal  73:  193. 1904;,5,no flower colour mentioned,UNKNOWN
22. Euonymus  lawsonii  C.B.  Clarke  ex  Prain  in  J.  As.  Soc.  Bengal,5,no flower colour mentioned,UNKNOWN
"23. Euonymus  macrocarpus  Gamble  ex Oliver  in Hook.,  Icon.  PI. 18:",5,no flower colour mentioned,UNKNOWN
24. Euonymus  paniculatus  Wight ex  M. Lawson  in  Fl. Brit.  India  1:,5,no flower colour mentioned,UNKNOWN
"25. Euonymus  pendulus  Wallich  in  Roxb.,  Fl.  Ind.  2: 406.  1824; M.",5,flowers whitish,WHITE
26. Euonymus  pygmeus  W. Smith  in Notes Roy. Bot.  Gard.  Edinb.  10:,5,flowers whitish at margins,WHITE
"27. Euonymus  serratifolius  Beddome,  For. Man.  Bot. t.  64.  1874; M.",5,no flower colour mentioned,UNKNOWN
28. Euonymus  theifolius  Wallich  ex  M.  Lawson  in  Fl.  Brit.  India  1:,5,no flower colour mentioned,UNKNOWN
29. Euonymus  tibeticus  W. Smith  in Rec.  Bot.  Surv.  India  4(5): 264.,5,flowers whitish green,WHITE
"30. Euonymus tingens Wallich in Roxb., Fl. Ind. 2: 406.  1824; M. Lawson",5,no flower colour mentioned,UNKNOWN
"31. Euonymus vagans  Wallich  in Roxb., Fl. Ind. 2: 412.  1824; M. Lawson",5,no flower colour mentioned,UNKNOWN
32. Euonymus  viburnoides  Prain  in  J. As.  Soc. Bengal  73:  194.  1904;,5,no flower colour mentioned,UNKNOWN
5. Glyptopetalum  Thwaites,5,no flower colour mentioned,UNKNOWN
4. G.  lawsonii,5,no flower colour mentioned,UNKNOWN
1. Glyptopetalum  calocarpum  (Kurz)  Prain  in J. As. Soc. Bengal 60(2):,5,no flower colour mentioned,UNKNOWN
"1875. Small trees; branchlets terete, glabrous. Leaves oblong or oblong-lanceolate,",5,flowers greenish white,WHITE
"2. Glyptopetalum  grandiflorum  Beddome,  Ic.  PI.  Ind.  Orient.  21. t.",5,flowers yellow,YELLOW
3. Glyptopetalum  griffithii  Prain  in J. As.  Soc. Bengal  60: 209. 1891;,5,no flower colour mentioned,UNKNOWN
4. Glyptopetalum  lawsonii  Gamble  in  Kew  Bull.  1916:  131. 1916.,5,no flower colour mentioned,UNKNOWN
1983. Tarn.:  Kodikkuramthu.,5,no flower colour mentioned,UNKNOWN
"5. Glyptopetalum  zeylanicum  Thwaites  in  Hook.,  Kew J.  Bot.  8: 267.",5,flowers yellow,YELLOW
6. Kokoona  Thwaites,5,no flower colour mentioned,UNKNOWN
2. K.  zeylanica,5,no flower colour mentioned,UNKNOWN
1. Kokoona  littoralis  M.  Lawson  in  Fl.  Brit.  India  1: 617.  1875,5,no flower colour mentioned,UNKNOWN
"2. Kokoona  zeylanica  Thwaites  in  Hook.,  Kew  J.  Bot.  5:  380.  t.  6.",5,no flower colour mentioned,UNKNOWN
7. Lophopetalum  Wight  & Am.,5,no flower colour mentioned,UNKNOWN
1. Lophopetalum  wallichii  Kurz  in  J.  As.  Soc.  Bengal  4 1 : 299.  1872;,5,flowers whitish-green,WHITE
2. Lophopetalum  wightianum  Am.  in  Ann.  Nat.  Hist.  3:  151.  1839;,5,no flower colour mentioned,UNKNOWN
8. Maytenus  Molina,5,no flower colour mentioned,UNKNOWN
14. M.  senegalensis,5,no flower colour mentioned,UNKNOWN
3. M.  emarginata,5,no flower colour mentioned,UNKNOWN
1. M.  bailadillana,5,no flower colour mentioned,UNKNOWN
17. M.  thomsonii,5,no flower colour mentioned,UNKNOWN
16. M.  simonsii,5,no flower colour mentioned,UNKNOWN
1. Maytenus  bailadillana  (Narayan.  & Mooney)  Raju  & Babu  in Bull.,5,no flower colour mentioned,UNKNOWN
2. Maytenus  championii  (Dunn) Raju  & Babu  in Bull. Bot. Surv. India,5,no flower colour mentioned,UNKNOWN
"1962. Celastrus  emarginatus  Willd.,  Sp. PI.  1. 2:  1128.  1798.  Gymnosporia",5,no flower colour mentioned,UNKNOWN
4. Maytenus  falconeri  (M. Lawson) M.A. Rau in Bull.  Bot. Surv. India,5,no flower colour mentioned,UNKNOWN
"1875. Shrubs  or  small  trees,  usually  thorny.  Leaves  elliptic  to  elliptic-ovate,",5,no flower colour mentioned,UNKNOWN
"5. Maytenus  gibsonii (Kurz) Naithani  & Sas Biswas, Fl. PI. India, Nepal",5,no flower colour mentioned,UNKNOWN
6. Maytenus  heyneana  (Roth)  Raju  & Babu  in  Bull.  Bot.  Surv.  India,5,flowers yellow,YELLOW
"7. Maytenus  hookeri  Loes. in Engl.  & Prantl., Nat.  Pflanzenfam.  20b:",5,no flower colour mentioned,UNKNOWN
8. Maytenus  listeri  (Prain)  Raju  & Babu  in  Bull.  Bot.  Surv.  India  10,5,no flower colour mentioned,UNKNOWN
"1904. Small trees; branches terete, smooth, dark-brown. Leaves ovate or obovate,",5,no flower colour mentioned,UNKNOWN
"9. Maytenus ovatus (Wallich ex Wight & Arn.) Loes. in Engl. & Prantl.,",5,flowers white,WHITE
"10. Maytenus  puberula  (M.  Lawson)  Loes.  in  Engl.  &  Prantl.,  Nat.",5,no flower colour mentioned,UNKNOWN
11. Maytenus  rothiana  (Wight  & Am.)  Bennett  & Sahni  in Indian  For.,5,no flower colour mentioned,UNKNOWN
