species_id,volume,raw_text,flower_color_free_text
10. Aconitum gammiei Stapf in Bull. Misc. Inf. Kew 1907:56.1907. A. dissectum D.,1,"Prodr. FI. Nep. 197. 1825 (non Tausch. ex Reichenb. 1823, nec Watt 1902). A. napellus auct. non L.; Hook. f. & Thomson, FI. Ind. 57.1855 & in FI. Brit. India 1: 29. quoad Wallich, Cat. n. 4724. A. wallichianum Lauener in Notes R. Bot. Gard. £ dinb. 25:30.1963 26:10.1964. 14 FLORA OF INDIA ( VOL 1 Herbs, biennial; stems ca 70 cm high, simple or sparingly branched above, glabrous. Leaves few, remote, petiolate; lamina cordate, rotund, narrowly sinuate at base, 4 -7 cm in diam., subcoriaceous, 3-partite to the base; lobes 1 3 mm broad, sharply falcate-toothed. Inflorescence terminal, racemose to paniculate, few-flowered, pink; uppermost sepal helmet-shaped, 2 - 2.2 x ca 0.8 cm, glabrous; upper lateral sepals broadly obovate, ca 1.5 x 0.7 cm. Petal head ca 7 mm, hispidulous; spur recurved. Filaments pilose. Carpels 5, ovoid, glabrous. FI. July - Sept. Distrib. India: E. Himalayas, alpine shrubberies, open slopes, 3300 - 4800 m. Sikkim. Nepal and China (Tibet). Notes. The roots are much used as a medicine for stomach ailments.",flowers pink
"11. Aconitum gymnandrum Maxim, in Bull. Acad. St. Petersb. 23:308.1877; Bruehl",1,"in Ann. R. Bot. Gard. Calc. 5 (2): 113.18%. Herbs, perennial; stems 15 20 cm high, villous with long white downwardly spreading hairs. Leaves broadly ovate in outline, 3 - 6 cm long, dissected into linear-ob­ long 2 - 3 mm broad lobes, pubescent above, white-villous beneath. Racemes densely flowered. Sepals blue; uppermost sepal boat-shaped, 15 - 20 x 4 - 5 mm; lateral sepals ca 15 x 5 - 7 mm. Petals glabrous; head ca 10 mm across, with an oblong spur in the upper, half; the lower half expanded into a reniform 6 - 7 mm broad lamina. Carpels 9 12. Follicles cylindrical, ca 10 x 3 mm. FI. Sept. Distrib. India: Alpine grassy slopes and open plains, 4200 - 4800 m. Sikkim. China (Tibet).",no flower colour mentioned
12. Aconitum heterophylloides (Bruehl) Stapf in Ann. R. Bot. Gard. Calc. 10:171.,1,"1905.A. ferox Wallich ex Seringe var. heterophylloides Bruehl in Ann. R. Bot. Gard. Calc. 5:110.18%. Ncp.: Nirbaushi. Herbs, biennial; roots paired, tuberous; stems erect, simple, up to 30 cm high. Leaves scattered, lower ones withered at flowering time; petioles 2.5 35 cm long; lamina ovate-reniform, 3 -12 cm wide, 3-partite, roundly toothed, finely pubescent. Inflores­ cence racemose or paniculate, few to many-flowered; bracteoles linear or broad and foliaccous. Sepals blue or bluish white or white, pubescent; uppermost sepal oblique, 1993] RANUNCELACEAE 15 shortly beaked. Petals hispidulous. Filaments hispidulous in upper part. Carpels 5, sometimes 3, rarely 6- 7. Follicles 3 - 5; seeds winged along raphe. KEY TO THE VARIETIES la- Bracteoles linear, sepals blue or bluish white b. Bracteoles foliar, sepals white 12.1. var. heterophylloides 12.2. var. leucanthum 12.1. var. heterophylloides FI. & Fr. June - Oct. Dlstrib. India: E. Himalayas in alpine slopes, 4000 - 4500 m. Sikkim. Nepal, Bhutan and China (S.E. Tibet). 12.2. var. leucanthum (Bruehl) Lauener in Notes R. Bot. Gard. Edinb. 26:331.1965. Caltha nirbisia Buch.-Ham. in Edinb. J. Sci. 251.1824; Stapf in Ann. R. Bot. Gard. Calc. 10:180, t. 114B. 1905. A. leucanthum (Bruehl) Stapf in Ann. R. Bot. Gard. Calc. 10:173, I- 111. 1905 (non Rcichenb. 1819). A. ferox Wallich ex Seringe subsp. ferox var. leucanthum Bruehl in Ann. R. Bot. Gard. Calc. 5:110.1896, p. p. FI. June. Oistrib. India: E. Himalayas. Sikkim. Nepal, Bhutan and China (S.E. Tibet).",sepals blue or bluish white or white
"13. Aconitum heterophyllum Wallich [Cat. 167, no. 4722.1831, nom. nud.) cx Royle,",1,Hlus. Bot Himal t. 13 1833 & 56.1834; Hook. f. & Thomson in FI. Brit. India 1:29.,no flower colour mentioned
"1872. Herbs, biennial; roots paired, 2.5 - 4 cm long, tuberous; stems downy, erect, simple",1,"0r branched, 90 - 120 cm high. Leaves heteromorphous; basal leaves long-petioled; Proles 10 -12 cm long; lamina orbicular-cordate or ovate-cordate with narrow sinus, ^Partite up to middle, with crenate lobes; upper caulinc leaves sessile, ovatc-clongatc ^varied in shape, sharply toothed, sessile or shortly pctiolcd and stem-clasping, 5 - 8 x * *6 cm. Inflorescence a slender raceme or a lax panicle; bracts ovate, acute, sharply up to 10 x 5 mm; upper 3-fid or entire; pedicels up to 3 cm long. Sepals greenish marked with red or violet; uppermost sepal navicular, shortly beaked. Petals ^P®brous. Filaments pale green, glabrous or minutely hairy; anthers brown. Carpels 5, P**bcscent. Follicles 5, contiguous, green, downy. Seeds smooth. 16 FLORA OF INDIA [VOL. 1 Ft.&Fr. Aug.-Sept. Distrib. India: W. Himalayas, among shrubs on grass, riverbeds and slopes, 3000 - 3500 m. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. Pakistan and Nepal (up to 83° E. Long.). Notes. Chromosome number reported is n = 8 (Mehra & Remanandan in Cytolo- gia 37: 281 - 294.1972) from a population of Gulmarg in Kashmir. Numerous biotypes have been reported for this species. A valuable non-poisonous medicinal plant; roots contain an alkaloid atisine used as febrifuge and tonic. Kapahi (in J. Econ. Tax. Bot. 14:50.1990) reports that a decoction of the plant serves as antiseptic and given to cure dyspepsia, especially when appetite is lost after illness. It also checks excessive menstrual flow. Fresh leaves used as cure to toothache.",no flower colour mentioned
14. Aconitum hookeri Stapf in Ann. R. Bot. Gard. Calc. 10:147.1905; Lauener in,1,"Notes R. Bot. Gard. Edinb. 26:9.1964. A.pulchellum Hand.-Mazz. in Anz. Akad. Wiss. Wien, Math. Nat. Kl. 62:219.1925. Herbs, biennial; roots paired, tuberous; stems erect, low, 5 - 20 cm high, simple or branched, with long white or golden hairs. Leaves few, arising from hypogeous base of stem; upper leaves 1 2, reduced; petioles slender; lamina of lower leaves orbicular- cordate or reniform, 3- to 5-partitc up to base, acutely toothed. Inflorescence a short lax few-flowered raceme, in some plants solitary; flowers 2.5 - 3 cm long. Sepals dark blue to blue-purple, caducous; uppermost sepal helmet-shaped. Petals and filaments dark blue, hispid or glabrous; petal head 4 - 6 mm across, dorsally pouched. Carpels 5, densely villous. Follicles 5, erect, oblong, truncate, densely hairy. Seeds smooth. FI. Aug. Distrib. India: E. Himalayas, alpine meadows, open rocky slopes amongst Juniper scrubs, 4200 - 4800 m. Sikkim and Arunachal Pradesh. Nepal, Bhutan and China (Tibet).",flowers dark blue to blue-purple
1930. Kash.:  Pevak.,1,"RANUNCULACEAE 17 Herbs, erect; tubers paired, 2 - 3 cm long, white inside; stems 10 - 30 cm high, erect, simple or branched at base, glabrous or pubescent above. Leaves few, glabrous, lower long-petiolcd; lamina ovate or cordate-orbicular, 2 - 4 cm in diam., incised into broad lobes with about 3 - 5 apiculate teeth. Flowers solitary or 2 at stem apices, 2 - 2.5 cm long, intense blue; pedicels erect, 1.5 5 cm long, pubescent; bracteoles 2, broadly ovate, deeply incised and toothed, often with short petioles. Uppermost sepal helmet-shaped with a small beak at tip; upper lateral sepals suborbicular; lower lateral sepals elliptic, smaller. Petal head ovoid, knob-like, narrowed to a point, black or green. Filaments hairy in upper part. Carpels 5, densely yellow-pubescent. Follicles 5, free, erect, hairy. Fl.&Fr. Aug.-Sept. Distrib. India: Alpine areas, 3500 - 4000 m. Jammu & Kashmir. Endemic.",flowers intense blue
1905. A. ferox Wallich ex Seringe var. laciniata  Bruehl  in Ann. R. Bot. Gard. Calc. 5:,1,"111. 1895, p. p. & 5: t. Ill, ff. 7 - 8,17,30.1896. Nep.: Kalo-bikhoma (Darjeeling), Soorjahaushi. Herbs, 0.5 -1.5 m high; roots paired, tuberous; stems erect, simple, finely pubescent. Leaves scattered, basal ones decayed at flowering time; lamina fleshy, reniform, 7 -15 cm in diam., 5-partitc. Inflorescence a lax raceme or panicle of widely spaced few to many flowers. Sepals reddish purple or dark red, pubescent; uppermost sepal helmet- shaped, 2 - 2.5 x 1.2 -1.5 cm; upper lateral sepals obovate, ca 1.6 x 1.4 cm; lower lateral ^pals 1.5 x 0.5 cm. Petal head ca 12 mm long, hispidulous; spur shortly recurved, ^laments hispid. Carpels 3, rarely 4 5, densely pubescent. Follicles 3, divergent, hnear-obloug, 18 - 25 x 5 - 6 mm, finely pubescent. Seeds transversely lamellate. FI & Fr. July - Sept. Distrib. India: Grassy slopes amongst shrubs in alpine and subalpine zones, 3500 - *500 m. West Bengal and Sikkim. Nepal, Bhutan and China (Tibet). Notes. Roots used medicinally and for poisoning arrows.",sepals reddish purple or dark red
"17. Aconitum laeve Roylc, Illus. Bot. Himal. 56.1834.  A. lycoctonum  auct. non L.;",1,"Hook. f. & Thomson, FI. Ind. 55.1855 & in FI. Brit. India 1: 28.1872. Kash.: Bika. 18 FLORA OF INDIA [VOL. 1 Herbs, perennial; roots elongate, cylindric, non-tuberous, ultimately breaking into slender threads or strands; stems erect, up to 2 m high, glabrous or pubescent. Basal- leaves few; petioles up to 30 cm long, usually withering at flowering time; stem leaves distant; lamina of all leaves cordate or reniform, palmately deeply 5- to 9-partite, up to 30 cm wide. Inflorescence panicled, up to 50 cm long, leafy, hairy; floral leaves 3 5-partite, inciso-dentate; pedicels erect; bracts minute. Sepals white, yellowish or dull purple, hairy; uppermost sepals helmet-shaped with a short beak; upper lateral sepals orbicular, with a short broad claw; lower sepals elliptic, obtuse. Petals and filaments glabrous. Carpels 3, divergent, covered with yellowish hairs or glabrous. Follicles 3, divergent, glabrous or yellowish hirsute. Seeds transversely rugose. KEY TO THE VARIETIES la. Hairs curled, sometimes straight on uppermost sepal b. Hairs straight, spreading 17.1. var. curvipUosum 17.2. var. iaeve 17.1. var. curvipUosum Tamura & Lauener in Notes R. Bot. Gard. Edinb. 37:433.","sepals white, yellowish or dull purple"
1979. Distinguished by its curly hairs.,1,"FI & Fr. Aug. - Sept. Distrib. India: Jammu & Kashmir. Endemic. 17 2 . var. Iaeve FI. & Fr. May - Oct. Distrib. India: W. Himalayas, usually in woods, partially shaded places, 2500 - 3500 m. Jammu & Kashmir. Pakistan and Nepal.",no flower colour mentioned
"18. Aconitum lethale Griffith, Notul.  4:732.1854 & Icon. PI. Asiat. 460, f. 3.1854.",1,"A. palmatum Hook. f. & Thomson in FI. Brit. India 1:28.1872 (non D. Don 1825), the Mishmi plant only. Mishmi: Bhi, Bhis. 1993] RANUNCULACEAE 19 Herbs, biennial; roots fusiform; stems scandent, flexuous, branched. Basal leaves unknown, upper scattered; petioles ca 5 cm long; lamina cordate-rotund or reniform, ^■partite, glabrous. Inflorescence a loose lax-flowered raceme; bracts foliaceous. Sepals blue (?); uppermost sepal helmet-shaped. Petals and filaments glabrous. Carpels 5, oblique-oblong, sparingly pubescent. FL Aug. Distrib. India: Arunachal Pradesh (Mishmi Hills in Lohit District). Bndemic.",no flower colour mentioned
19. Aconitum moschatum (Bruehl) Stapf in Ann. R. Bot. Gard. Calc. 10:139 -140.,1,"*9Q5.A.ferax Wallich ex Seringe subsp. moschatum Bruehl in Ann. R. Bot. Gard. Calc. *109.1896. Herbs, perennial; roots cylindric, ultimately breaking into strands; stems up to 70 ff1 bigh, erect from a collar, covered by old leaf bases, unbranched up to top, ca 90 cm nigh. Leaves few, arising from collar; petioles up to 30 cm long; lamina orbicular-cordate or subreniform, ca 9 mm wide; cauline leaves 1-3, similar to basal leaves, but smaller, both palmately 5-partite. Inflorescence racemose, up to 40 cm long; axis viscid-tomen- tose; pedicels erect. Sepals variegated, purple outside, yellowish green at lower part, covered with yellow spreading hairs at base; uppermost sepal boat-shaped, without 13 - 2 x 0.7 -1 cm; upper lateral sepals obliquely obovate; lower lateral sepals obovate with round tips. Petals and filaments glabrous; anthers black. Carpels 3, ^ntiguous, scattered hairy, oblique. Follicles 1-3, glandular hairy, ca 2 cm long; seeds transversely lamellate. Fl. & Fr. Aug. - Sept. FHstrib. India: Jammu & Kashmir. Bndemic/ Notes. Chromosome no. n = 8 (Virjee, Dhar & Kachroo in Taxon 32:321.1983). Aconitum nagarum Stapf in Ann. R. Bot. Gard. Calc. 10:176.1905. Herbs, biennial; roots paired, tuberous; stems erect, up to 1 m high, simple. Basal soon withering, upper scattered and few; lowest petioles up to 60 cm long; lamina _^tc-reniform , 3-partite to the base, glabrous. Inflorescence a slender raceme, Pubescent. Sepals blue. Petals and filaments glabrous. Carpels 5, pubescent, tucles oblong, divergent towards the apex; seeds transversely lamellate. 20 FLORA OF INDIA [VOL. 1 FI. & Fr. Apr. - May. Distrib. India: Arunachal Pradesh, Nagaland and Manipur. Myanmar.",no flower colour mentioned
21. Aconitum nakaoi Tamura in Acta Phytotax. & Geobot. Kyoto 19; 73.1962. A.,1,"parabrachypodum Lauener in Notes R. Bot. Gard. Edinb. 25:7.1963. Herbs, biennial; stems slender, up to 90 cm high, bending over, hairy above, naked at base. Stem leaves 5- to 7-partite, 3 10 cm in diam.; lobes oblong, acute; ultimate segments linear. Inflorescence a lax subpaniculate raceme, 10 -15 cm long; branches bearing 2 3 flowers; flowers rich blue-violet or pale purple with a reddish tinge. Uppermost sepal ca 2 x 1 cm, beaked and hooded; upper lateral sepals suborbicular, ca 1.5 cm in diam.; lower sepals ovate, ca 13 x 5 mm. Petals hispid, somewhat T-shaped; head 7 -8 mm; spur bulbous, recurved. Carpels 5, with long yellowish hairs. FL&Fr. Aug.-Oct. Distrib. India: Among Rhododendron scrubs on rocky alpine slopes, 3800 - 4400 m. Arunachal Pradesh. Bhutan and W. China.",flowers rich blue-violet or pale purple with a reddish tinge
22. Aconitum naviculare (Bruehl) Stapf in Ann. R. Bot. Gard. Calc. 10:154.1905.,1,"A. ferox Wallich ex Seringe var. navicularis Bruehl in Ann. R. Bot. Gard. Calc. 5: 111. 1895 & 5: t. I ll, ff. 2 & 14.1896. Herbs, perennial; stems 5 - 25 cm high, glabrescent below, pubescent above. Leaves mostly basal, ca 3 cm in diam., subreniform, deeply 3-partite; lateral segments deeply 2-lobed, all divisions 2 - 3-lobed; lobes with obtuse or subacute teeth, finely pubescent; petioles 2 - 8 cm long. Inflorescence 1 - 4-flowered; pedicels erect, rather slender. Sepals reddish blue; uppermost sepal boat-shaped, 2 - 2.5 x 0.8 cm; upper lateral sepals obovate, 1.5 x 1 cm; lower lateral sepals ovate, ca 8 x 3 mm. Petal head 3 - 4 mm across; spur globose. Carpels 5. Follicles 10 -12 mm long, hairy, bearing persistent sepals. FI. & Fr. July - Sept. Distrib. India: Alpine meadows, Juniper scrubs and cliff edges, 3000 4500 m. Sikkim. Bhutan and China ( Tibet). 1993] RANUNCULACEAE 21",sepals reddish blue
23. Aconitum novoluridum Munz in Gentes Herb. 6: 472.1945; Lauener in Notes,1,"R- Bot. Gard. Edinb. 25: 29.1963; ibid. 26: 9.1964; ibid. 37:117 -118.1978. A luridum Hook. f. & Thomson, FI. Ind. 55.1855 & in FI. Brit. India 1:28.1872 (non Salisb. 1816). Herbs, perennial; rootstock rhizomatous, cylindrical, surrounded at apex by with­ ered remains of petioles; stems erect, 0.5 -1.5 m high, simple, slightly pubescent. Basal leases few; petioles up to 30 cm long; lamina reniform-cordate, palmately 3 - 5-partite, ^ "" 15 cm in diam.; segments cuneate-ovate, crenate, often withered at flowering time; eauline leaves 2 - 5-partite; segments 5 -15 mm broad; all leaves hairy on both surfaces. R®Ce®es up to 25 cm long, simple or with a few branches at base, densely yellowish Pubescent; flowers dull red or yellowish inside and purplish outside; pedicels up to 5 n^a b>ng; lower bracts leafy, sessile, 3 -5 partite; upper entire. Uppermost sepal ovate, Wrtb a long straight beak and dome-like back, 1.3 -1.7 cm high, brown-tomentose; spur rounded, 4 - 5 mm long. Petals (honey scales) T-shaped, purplish, glabrous; head ca 5 across, positioned at right angles on 3 - 4 mm long claw. Filaments purplish red, 8«brous. Carpels 3, oblique, contiguous; seeds transversely wrinkled or smooth. f t & Fr. Aug. - Sept. Distrib. India: Alpine and subalpine slopes among Fir forests or Juniper/Rhododen- on scrubs, 3600 - 5000 m. West Bengal and Sikkim. Bhutan and China (S.E. Tibet).",flowers dull red or yellowish inside and purplish outside
24. Aconitum rotundifolium Kar. & Kir. in Bull. Soc. Nat. Mosc. 15:139.1842. A,1,"Wpclkts auct. non L.; Hook. f. & Thomson in FI. Brit. India 1:28.1872. A. napellus var. rotundifolium (Kar. & Kir.) Hook. f. & Thomson, 1. c. 1:29.1872. Herbs, biennial; roots paired, tuberous; stems erect or ascending from a hypogeous ^ Up to 40 cm high. Leaves mostly basal, 4 -5 (rarely 8), arranged in a loose rosette; P*uoles up to 13 cm long; lamina orbicular-cordate or almost reniform, divided but not P to base, light green beneath. Inflorescence a few-flowered raceme. Flowers pale P o lish blue or pinkish mauve. Uppermost sepal boat-shaped, pubescent. Petals and glabrous. Carpels 5 (rarely 4 6), contiguous. Follicles softly hairy; seeds f t d Fr. July-Sept. Distrib. India: N. W. Himalayas, stony slopes, 3000 - 4500 m. Jammu & Kashmir and Himachal PraHpA Hepal, Pakistan, Afghanistan and Turkestan. 22 FLORA OF INDIA [VOL. 1",flowers pale pinkish mauve or blue
