species_id,volume,stratum,qwen_free_text,qwen_category,raw_text_snippet,gold_free_text,gold_category,notes
"1982. Herbs, erect, 50 - 75 cm high; stems 30 - 50 cm long, covered with fibrous remains",1,ambiguous,"flowers white, blue or purplish outside",WHITE,"of petioles at base, glabrous, villous at involucral joints. Radical leaves palmately 3-lobed, deeply cordate, 9 - 20 cm across, subglabrous, chiefly hairy on nerves; segments sessile, unequally broadly obovate, deeply or shallowly 3-partite, cuneate, 5 10 x 4.5 - 9 cm; secondary segments again 3-lobed, irregularly coarsely serrate; petioles 12 - 32 cm long, narrowly sheathing at base. Inflorescences lax, dichasial cymes; involucres of the first order 2, sessile, 3 - 5 x 4 - 6 cm, broadly obovate, cuneate, subglabrous, hairy on nerves on both surfaces; segments trifid, cuneate, irregularly serrate; involucres of the second order and above smaller, 1.5 - 3 cm long; peduncles 5 -15 cm long; pedicels 2.5 - 8 cm long; median pedicels smaller, slightly puberulous to pubescent above. Sepals 5, narrow­ ly obovate, 9 -15 x 4 - 6 mm, white, glabrous. Stamens 20 - 35; filaments 1.5 - 3 mm lnng| complanate to filiform, unequal; anthers 0.8 1.2 mm long; outer linear-elliptic, inner broadly ovate. Carpels 3-6, sessile, 3 - 3.5 mm long, glabrous, compressed, linear-ovate; style gently curved, tapering into obtuse stigmatic apex. Achenes 1 4, elliptic-ovate, flattened, 5 - 7 x 3 - 4 mm; beak slightly curved, contiguous to achene, narrowly winged; seeds flat, 5 - 6 x 2.5 mm, broadly lanceolate, dark brown, glabrous. FI. & Fr. July - Sept. 1993] RANUNCULACEAE 35 Distrib. India: Temperate Himalayan regions, common on grassy slopes and near streams, 2900 - 3300 m. Uttar Pradesh. Endemic. 11* Anemone rivularis Buch.-Ham. in DC., Syst. Nat. 1: 211.1817; Hook. f. & Thomson in FI. Brit. India 1: 9.1872. A. wightiana Wallich ex Wight & Arn., Prodr. 3. Fi* 6 1834;W ight,Icon.3:t.936.1845. ^ Anemone rivularis Buch.-Ham.; a. plant, lower and upper portions; b. head of achenes; c. achene. 36 FLORA OF INDIA [VOL. 1 Herbs, perennial, up to 1 m high; rootstock stout, woody, sheathed in fibres. Radical leaves 3-partite, 10 -12 cm wide in smaller specimens, 30 - 35 cm in larger ones, deeply 3- to 5-lobed, each lobe again 3 - 4-Iobed, serrate, hairy on both surfaces; cauline leaves palmately finely dissected into many linear lobes; leaflets broadly elliptic or rhombic, cuneate at base, acute at apex, often deeply 3-lobed, serrate along margins, 4 - 7 x 3 - 5 cm, pubescent with stiff hairs; petioles 10 - 30 cm long. Scapes stout, 7 - 35 cm long; involucral leaves similar to leaves, deeply incised, serrate; segments linear, ca 2 mm broad; cymes compound, many-flowered; branches spreading, elongate, 2-bracteolate. Flowers white, blue or purplish outside, 2.5 - 4 cm in diam. Sepals 5-8, elliptic, obovate, obtuse, 4-1 0 mm long, silky outside. Filaments slender; anthers ovoid. Carpels many; styles curved at tip. Achenes broadly elliptic, ca 7 x 5 mm, compressed with ca 1 mm long glabrous hooked beaks. FI. & Fr. June - Oct. Distrib. India: Streamsides and clearings in broad leaved forests. Himachal Pradesh, Uttar Pradesh, Sikkim and Tamil Nadu. Sri Lanka, Myanmar and China.",,,"AUTO-FLAG: species_id is not a real taxon heading (matched mid-description text) - verify the row before labelling, may need to re-check raw text"
"5. Anoda hastata Cav., Diss. 1:38,1.11, f. 2.1785; Masters in Fl. Brit. India  1: 321.",3,ambiguous,corolla violet or yellow,YELLOW,"1874. 1993] MALVACEAE 387 Herbs, hispid or glabrescent. Leaves hastate, rarely dissected or entire; stipules filiform. Flowers axillary or in terminal racemes. Epicalyx absent. Calyx 5-lobed, spreading. Corolla violet or yellow; petals 5. Ovary many-loculed; styles as many as carpels, ovule one in each carpel. Fruit schizocarp, mericarps separating from the axis, 1-seeded. Rarely cultivated in North-western and Peninsular India. Native of tropical America.",,,
1. Maerua  apetala  (Roth)  Jacobs  in Blumea  12(2): 207. 1964.  Capparis apetala,2,ambiguous,"flowers green or white, purple tinged",WHITE,"Roth, Nov. PI. Sp. Ind. Or. 238.1821. Niebuhria linearis D C , Prodr. 1: 244.1824; Hook, f. & Thomson in Fl. Brit. India 1:171.1872. N. apetala (Roth) Dunn in Gamble, Fl. Pres. Fig. 62. Madras 41.1915. Tarn.: Iruvalli: Tel.: Lukki-chettu, Nemali-adugu (Chenchu & Lambadi tribals). Trees, up to 4 m tall, glabrous. Leaves (1 - 2) 3 - 5- foliolate; leaflets ovate, elliptic-oblong, linear or linear-lanceolate, tapering at base, acute or rarely retuse and mucronate at apex, 5 -10 x 0.3 - 3.2 cm, subcoriaceous; lateral nerves 3-6 pairs; secondary nerves obscure; petioles 4 -12 cm long; petiolules 6 - 8 mm long. Racemes terminal, lax, 5 - 1 2 (-20)-flowered; flowers fragrant, green or white, purple tinged, on 2 - 3 cm long pedicels. Calyx-tube greenish, 1.2 -1.5 cm long, 0.8 -1 cm thick; lobes ovate, puberulous along margins. Petals absent. Stamens ca 30; filaments pinkish, shorter than gynophore. Gynophore 2 - 2.8 cm long, elongating up to 4 cm while fruiting, hardly incrassate. Ovary ovoid, 2.5 x 1 mm, 1-loculed with 2 placentae. Berries oblong, ovoid, 1 - 2-ridged, 1.5 - 1.8 cm long, ca 1 cm thick. Seeds 1 (3 - 5), embedded in scarlet pulp, muricate, ca 6 mm across, white. Fl. Jan. - April; Fr. March - Aug. Distrib. India: Scrub forests and dry regions, from sea level to 300 m, scattered and infrequent. Andhra Pradesh and Tamil Nadu, Endemic. Notes. A paste of root bark is applied for leucoderma and the extract given orally for the same by Chenchus and Lambadis of Andhra Pradesh. Tender leaves ground with spices and the paste made into pills are given orally for nervous disorders and foot pains by Chenchus. In Vajravelu 24719 (MH) leaflets vary from 3 - 5 . Though the laminae of leaflets are usually ovate, occasionally they are linear-lanceolate and up to 7 cm long and 2 - 3 330 FLORA OF INDIA [VOL. 2 lid Fig. 62. Maerua apt I a la (Roxb) Jacobs : a. flowering twig; b. leaf variations; c. flower; d. fruit; e. tardily dehiscent fruit; f. seed; g. seed with testa removed, showing cotyledon. 1993] CAPPARACEAE 331 mm wide. Fruits are generally 1-seeded, but in Ramamurthy 21000 (MH) the berries are larger, up to 3 cm long, 1.5 cm thick and 4 - 5-seeded.",,,
"4. Abutilon indicum (L.) Sweet, Hort. Brit. ed. 1,54.1826; Masters in Fl. Brit. India",3,ambiguous,flowers yellow to orange,YELLOW,"1: 326.1874; emend. Hochr. in Ann. Cons. Jard. Bot. Gener. 6: 19.1902. Sida indica L. in Torner, Cent. pi. 2: 26.1756. Annual or perennial herbs or undershrubs, up to 3 m high; stems, petioles and pedicels densely or sparsely velutinous with minute stellate and simple hairs. Leaves ovate to suborbicular, cordate at base, acute or acuminate at apex; petioles 2 - 18 cm long, hairy. Flowers axillary, solitary; pedicels longer than petioles, jointed towards apex, accrescent and geniculate. Calyx 5 - 8 mm across. Corolla 1.5 - 2.5 cm in diam., yellow to orange; petals broadly obovate, truncate, rounded or emarginate at apex, ciliate at base. Staminal column 5 - 7 mm long, basal part conical, stellate-hairy, upper portion tubular, glabrous. Schizocarps 1.5 - 2.5 cm in diam., globular, flat or slightly indented at apex; mericarps 15 - 27, reniform, upper part with a short acute mucro, dorsally and ventrally stellate-hairy, laterally glabrous, smooth, blackish, 2 - 3-seeded. Seeds 2 - 3 mm in diam., reniform, minutely stellate-hairy or glabrescent, brownish black. KEY TO THE SUBSPECIES la. Calyx shorter than schizocarp, lobes spreading at maturity; mericarps shortly acuminate at apex b. Calyx about as long as schizocarp, lobes appressed; mericarps obtuse or rounded to acute at apex, with an erect acumen 2 2a. Leaves obtuse to acute or shortly acuminate at apex, coarsely stellate-hairy, mericarps long acute at apex, dorsally woolly 4.2. subsp. guineensis b. Leaves long acuminate at apex, velutinous by small stellate hairs; mericarps usually rounded or obtuse, 4.1. subsp. albescens var. australiense rarely long acute at apex, dorsally tomentose 4.3. subsp. indicum 4.1. subsp. albescens (Miq.) Borss. var. australiense Hochr. in Ann. Cons. Jard. Bot. Geneve 6: 20.1902; Chandrabose in Bull. Bot. Surv. India 12: 276.1970. Distrib. India: Andhra Pradesh. Malesia, Australia and New Caledonia. 1993] MALVACEAE 267 42. subsp. guineensis (Schumach.) Borss. in Blumea 14: 175.1966. Sida guineensis Schumach. Kongl. Danske Vidensk. Selsk. Skr. 4:81.1829. S. asiatica L. in Torner, Cent. Pi. 2: 26.1756. Abutilon asiaticum (L.) Sweet, Hort. Brit. ed. 1: 53.1826; Masters in Fl. Brit. India 1: 326.1874. Fl.&Fr. Oct.-Nov. Distrib. India: Central to S. India. Tropical Asia, Tropical Africa, Australia. 43. subsp. indicum Fl.&Fr. Sept.-April. Distrib. India: Throughout. Tropical and subtropical regions of the World. Notes. Leaves, bark, roots and seeds are medicinal. The medicinal importance of this plant is known among the local people since long it is referred in Ayurveda and Unani systems of medicine.",,,
"1. Moonia arnottiana Wight, Ic. PI. Ind. Or.  3(4): 9. t.  1105. 1846.  Chrysogonum",12,ambiguous,flowers white or creamy-yellow,WHITE,"arnottianum C.B. Clarke, Comp. Ind. 132. 1876; Hook.f., Fl. Brit. India 3: 303. 1881. Fig. 112. Undershrubs up to 2 m tall with woody, glabrous stem; younger parts hairy. Leaves pinnately compound, 10-15 cm long with 3-7 segments; segments lanceolate, toothed or serrate, glabrous on the upper surface, hairy along the veins on the lower surface; petioles 4-5 cm long. Heads terminal, 2.5-4 cm in diam; peduncles 1.5-2.5 cm long. Involucral bracts in two series; outer 6-7 mm long; inner 4-6 mm. Ray florets many, female, fertile; corolla white or creamy-yellow, 5-6 x 3-4 mm, tridentate, with dark coloured veins. Stigma bifid. Disc florets many, sterile; corolla tubular, 4-lobed, 3.5-4 mm long. Achenes black grey, obovoid, slightly compressed, glabrous. Fl. & Fr. March - Sep. Distrib. India: 1500 - 2100 m. Tamil Nadu. Sri Lanka.",,,
"2. Cleome spinosa  Jacq., PI. Carib. 26.1760.",2,ambiguous,flowers purple-pink or white,WHITE,"Herbs, annual or biennial, erect, 0.6 - 1.5 m high, divaricately branched, foetid, viscid; stems densely clothed with patent gland-tipped hairs, armed with minute prickles at base of leaves or unarmed. Leaves 5 - 7-foliolate; petioles of lower leaves usually longer than leaflets with 2 spiny stipules at base; leaflets oblong or lanceolate, acute, subentire to finely or slightly serrulate, 2 - 10 x 0.6 - 3 cm. Flowers large, ca 2 - 2.5 cm across, purple-pink or white, many in terminal racemes; pedicels long, shorter than gynophore, both elongated and thickened in fruit; bracts simple, ovate or oblong. Sepals reflexed during anthesis, 5 - 9 mm long. Petals long-clawed, 2 - 3.5 cm long; limb obovate, ca 1 cm broad with an equally long claw. Stamens 6; filaments much longer than petals, adnate to gynophore for 1 - 3 mm. Gynophore ca 4 cm long, about 6 - 8 cm in fruit. Capsules cylindric-linear, 3 - 8 cm long, 3 - 3.5 mm thick, on up to 7 cm long pedicels; seeds many, glabrous, smooth. Fl. & Fr. March - Dec. Distrib. India: West Bengal (Paria in Sci. & Cult. 46: 27 - 28.1980). Native of tropical S. America, cultivated as ornamental in many parts of S.E. Asia. Notes. Similar to C. speciosa Raf. but less graceful; commonly known as ""Spider Flower"".",,,
1973. Eng.:  Wild Radish;  Hindi:  Jungli-mooli.,2,ambiguous,"flowers white or yellow, brown-veined",WHITE,"Herbs, annual, 20 - 70 cm (-1 m) tall; taproot slender; stems erect, branched or simple, densely covered with coarse hairs at base, sparsely so above. Lower leaves lyrately pinnatisect, 15 - 20 x 1 - 2 cm; lateral lobes 4 - 7 pairs, rounded at base and apex, shallowly toothed along margins, terminal lobes broadly obovate, up to 5.5 cm long; upper leaves smaller, up to 10 cm long, oblong, pinnately lobed or toothed; uppermost smaller, simple, elliptic or oblanceolate, hirsute. Racemes many-flowered, up to 30 cm long in fruit; pedicels up to 2.5 cm long in fruit. Sepals oblong, subequal, 7 - 8 x 1.5 - 2 mm, inner pair somewhat saccate at base. Petals obovate, long-clawed, subemarginate at apex, 12 - 20 x 5 mm, white or yellow, brown-veined. Fruits cylindric, torulose, constricted between 3 - 8 seeds, 3 - 8 x 0.3 - 0.4 cm; beak slender, 1 - 3 cm long; valves hard, strongly veined, breaking into separate 1-seeded joints at maturity. Seeds ovoid or subglobose, 1.5 - 2.5 mm in diameter. Fl. & Fr. Jan. - June. Distrib. India: Weed around cultivated fields, roadsides and wastelands, 2000 - 2300 m. Sikkim. S.W. Asia, Europe and N. Africa. Introduced elsewhere. Notes. Roots and leaves are used as vegetable.",,,AUTO-FLAG: species_id looks garbled/non-taxonomic (genus token='Eng.:') - verify before labelling
"5. Hibiscus tiliaceus L., Sp. PI. 694.1753; Masters in Fl.  Brit. India  1: 343.1874.",3,ambiguous,"flowers yellow with dark purple and fleshy base, ultimately turning red",YELLOW,"Trees, up to 15 m tall; bark tough, fibrous. Leaves 3 - 20 x 1.5 - 20 cm, unlobed or 3 - 5-lobed, orbicular, deeply cordate, rounded or truncate at base, acute to acuminate at apex, entire or crenate, chartaceous to coriaceous, nectaries 1-5, linear on nerves beneath, petioles 1.5 -15 cm long; stipules ca 2 x 0.5 - 1 cm, ovate to oblong, caducous. Flowers solitary, axillary or in terminal racemes by reduction of upper leaves; pedicels 1 - 3 cm long. Epicalyx cupular, segments 7 - 10, deltoid, usually shorter than calyx, spreading and often splitting. Calyx campanulate, lobes 2 - 3 x 0.5 - 1 cm, each with 3 prominent veins and a nectary on the midvein outside. Petals obovate rounded, yellow with dark purple and fleshy base, ultimately turning red. Staminal column shorter than petals. Capsules 1 - 2 cm across, globose to ovoid with a short beak, sericeous or tomentose with simple and stellate hairs; pericarp thin; mesocarp fibrous; endocarp pergamentaceous. Seeds 5 - 8 in each locule, reniform, blackish brown, papillose. KEY TO THE SUBSPECIES la. Leaves 3 - 5-lobed, rounded or truncate at base b. Leaves unlobed, cordate at base 5.1 subsp. haslatus S.2 subsp. tiliaceus 5.1. subsp. hastatus (L. f.) Borss. in Blumea 14: 36. 1966. Hibiscus hastatus L. f., Suppl. PI. 310. 1781, non Cav. 1787. H. tricuspis Banks ex Cav., Diss. 3: 152, t. 55. f. 2. 1787; Masters in FI. Brit. India 1: 344.1874. Distrib. India: Andaman & Nicobar Islands, sometimes cultivated in gardens. 1993] MALVACEAE 323 Pacific Islands and Polynesia. 52. subsp. tiliaceus Beng. & Hindi: Bola; Mai.: Nirparathi; Mar.: Belapala; Or.: Baria; Tel.: Etagogu. FI.& Fr. Throughout the year. Distrib. India: Throughout coastal areas, sometimes planted in interior areas. Throughout tropics and subtropics of the world. Notes. Bark yields dark fibres which are used locally for ropes and cordages. The fibres are more resistant to water thanjute and sunhemp. Bark, roots, leaves and flowers are reported to have medicinal properties. S e c t i o n 2 . F U R C A R I A DC.",,,
"2. Dysoxylum andamanicum  King in J. Asiat. Soc. Bengal Pt. 2, Nat. Hist. 64: 49.",4,ambiguous,flowers pale yellow or cream-coloured,YELLOW,"1895; C.E. Parkinson,Forest Fl. Andaman. Id. 120. 1923. Tree, to 10 m tall. Leaves 15 - 25 cm long; leaflets 5 - 9 , alternate, oblong to ovate, 7.5 - 12.5 x 4 - 5 cm, membranous, glabrous; secondary nerves 6 - 10 on each side; 1997] M E L I A C E A E 485 petiolules ca 7 mm long. Spikes 2.5 - 5 cm long, few-flowered, puberulous. Flowers pale yellow or cream-coloured; pedicels ca 7 mm long, puberulous. Calyx shallow, glabrous, minutely 4-toothed. Petals 4, oblong, subacute, convex at apex, much longer than calyx, reflexed, puberulous outside, imbricate. Staminal tube cylindric, slightly inflated near base, shorter than petals, terminated by 9 - 10 teeth, slightly puberulous; anthers 8 - 10, alternate with teeth, ovate,partly exserted. Disk annular, shorter than and connate with ovary at its base, fleshy. Ovary conical, crenulate, densely white-pubescent; style stout; stigma with an annulus at base, discoid, included. Capsules globose, depressed, ob- scurely 3-grooved, ca 3.5 cm; seeds 2 or 3, elliptic. Fl. & Fr. Jan. Distrib. India: Andaman Islands.",,,
"4. Aconitum chasmanthum Stapf ex Holmes, Mus. Rep. Pharm. Soc. Gr. Brit. 2.",1,ambiguous,"flowers pale blue, often variegated with white",WHITE,"1903; Stapf in Ann. R. Bot. Gard. Calc. 10:142 -144, t. 96.1905. Herbs, biennial; roots tuberous, paired, 3 - 5 cm long; stems 60 -120 cm high, erect, stout, simple below, glabrous or hairy. Leaves many, basal ones long-petioled, upper ones short-petioled; petioles up to 7.5 cm long; lamina orbicular or reniform, 4 - 6 x 5 - 9 cm, palmately tripartite to the base; lobes more or less laciniate. Inflorescence a stiff dense raceme, up to 30 cm long, pubescent. Flowers ca 2.5 cm long, pale blue, often vareigated with white; pedicels slender, adpressed to rachis when mature; bracteoles linear. Sepals blue or bluish white, glabrous; uppermost sepal helmet-shaped, ca 2 cm long, glabrous or slightly hairy; upper lateral sepals suborbicular; lower lateral sepals elliptic or oblong. Petals glabrous. Filaments glabrous or hairy on upper part, winged below; anthers brownish black. Carpels 5, glabrous. Follicles 5, free, oblong, glabrous or hairy. Seeds 3-winged. FL&Fr. July-Sept. Distrib. India: Alpine meadows of N. W. Himalayas. Jammu & Kashmir and Himachal Pradesh (inner valleys of Lahul and Sipti). Pakistan. Notes. The tubers contain a very poisonous alkaloid, indaconitine, a valuable drug for medicinal purposes. They are said to yield 4.25 to 4.5 % of the total alkaloid (Coventry, Wild FI. Kashmir 19.1930). This species belongs to the species aggregate described by Hook. f. & Thomson (in FI. Brit. India 1: 29.1872) under the name A. napellus (non L.). It has been stated that it is at times difficult to separate this species from A violaceum var. robustum Stapf.",,,
"2. Garuga pinnata Roxb., PI. Coromandel 3:5. t. 208.1811; A.W. Bennett in Hook.",4,ambiguous,flowers cream-coloured or pale yellow,YELLOW,"f.,Fl. Brit. India 1:528.1875. Asm.: Kechkechi, Pani-amora; Beng.: loom, Jum, Kharpat, Tinn; Guj.: Khusimb; Hindi: Ghogar, Kaikar, Kharpat; Kan.: Aranelli,Biligadde,Dodda dumpli, Godda, Hala- balagi, Kater-Kalesjam; Kh.: Dieng-Sohpyjiar-Synrang, Dieng-Soh-Khmut; Mai.: Kare- gam, Kattukalinjam, Kosramba; Mar.: Kudak; Nep.: A ule dabadabe, Dab dabi, Maldit; Or.:Armu,Mohi,Sompotri;Tarn.: Katre-vembu,Kamvilangam;Tel.: Garuga, Gamogoo, Garugudu, Kondavepa. Trees, up to 30 m high; bark white, grey or brown; branchlets pubescent. Leaves up to 42 cm long; stipules falcate; leaflets 11-17, variable in size, ovate-obovate, elliptic or 1997] BURSERACEAE 449 Fig. 110. Garuga floribunda Decne. var. gamblei (King exW. Smith) Kalkman : habit. 450 FLORA OF INDIA [VOL.4 oblong-lanceolate, 2.8 - 14.2 x 1.5 - 5.9 cm, chartaceous, puberulous, oblique at base, subentire or serrate-crenate along margins, acute-acuminate at apex. Leaf-galls copi- ous. Panicles up to 30 cm long, tomentose; peduncles 2 - 6 cm long, stout; bracts linear, ca 2 mm long, caducous. Flowers cream-coloured or pale yellow. Calyx tube broadly campanulate, 3 - 8 mm long; lobes ovate-oblong, densely tomentose. Petals oblong- lanceolate, 5 - 8 x 1.5 - 2 mm, tomentose, thickened and inflexed at apex. Stamens 3 - 3.5 mm long, inserted on calyx tube; filaments pubescent. Disk crenate, yellow. Ovary globose, pilose; style pilose; stigma 5-lobed. Drupes oblong or irregularly globose, 1.5 - 2 cm across, fleshy, pale yellow; pyrenes 2 or 3; 1-seeded; seed with a membranous wing. Fl. Jan. - May; Fr. March - Aug., Oct. - Dec. Distrib. India: throughout, in deciduous forests at altitudes 150-900 m. Bangladesh, Myanmar, S. China, S.E. Continental Asia, Malesia, Philippines, Viet- nam and Thailand. Uses. Fruits are edible, used in preparing pickles. The bark and leaf galls are used for tanning. The juice of leaf is given for asthma. The timber is used for planking, canoes, boxes, drums, furniture, cabinet work, house building, for commercial and tea chest plywood, match splints and cheap pencils; also used for brown wrapping paper. Leaves and shoots are used as fodder. The tree is used in afforestation.",,,
"1929. B. dioica auct. non R.Br. ex Royle, 1839: sensu Gamble, l. c. 1263. 1925 (repr. ed. 2: 885.",23,ambiguous,female flowers: bright red or purple,RED,"1957). Plants dioecious (inflorescences unisexual), yellow to orange-yellow or pink, 2 - 26 cm high; tubers single or sometimes branched from base, subspherical to cylindrical, 5 - 25 cm wide; stems elongated, covered by scaly leaves. Leaves 10 - 27, spirally arranged, closely imbricate, elliptic, ovate to suborbicular, slightly cucullate, broad at base, obtuse or truncate at apex, 2.5 - 3.5 x 1.5 - 2 cm, golden yellow, purple or orange, glabrous. Male flowers: spadices ovoid, obovoid to ellipsoid or cylindric, 2 - 7 (- 10) x 2 - 6 (- 7) cm, fleshy; flowers (3 -) 4 - 5 (- 6)- merous, actinomorphic; bracts one for each flower, 5 or 6-angular, truncate, ca 5 x 4 mm; pedicels 7 - 22 x 2 - 4 mm; sepals 4 or 5, oblong-elliptic, cucullate, 7 - 10 x 2.5 - 4 mm, fleshy; synandrium slightly compressed, obconical, oblong-elliptic, 16 - 22-ridged, 2.5 - 7 x 2 - 4 mm; anthers (3 -) 4 - 5 (- 6), horseshoe-shaped; pollen grains 3-porate, spheroidal, triangular with semicircular curved aperture membranes in polar view, 10 - 22 ìm in diam. Female flowers: spadices subglobose, depressed, ellipsoid or obovoid, 1 - 7 x 1 - 5 (- 8) cm, bright red or purple; flowers on main axis of spadices as well as on cylindrical spadicles; cuticular ridges all over the surface; perianth absent; largest flowers with pistils 1500 - 1900 μm long; carpels 250 - 500 μm long, 150 - 350 μm wide. India, Thailand, Indo-china, Hainan, Malaya, Sumatra, Pacific Islands and Australia (Queensland), 5 varieties; 4 in India. KEY TO THE VARIETIES 1 a. Tubers consisting of elongated cylindrical repeatedly branching parts from an entangled mass; single tubers cylindrical, 9 - 13 mm long; leaves 1.2 - 1.7 cm long, 0.8 - 1.1 cm wide; pedicels 5.3. var. minor 5 - 8 mm long b. Tubers in a mass apparently shortly branched from one point; single tubers subspherical, 0.5 2 - 10 cm across; leaves 2 - 3 cm long, 1.5 - 2 cm wide; pedicels 7 - 10 mm long 2 a. Single tubers up to 6 cm long and wide; leaves up to 3 cm long and 2 cm wide; female spadices oblong, obovoid to ellipsoid, 2 - 6 cm long, 1 - 4 cm wide; synandrium up to 2 mm wide 5.2. var. indica b. Single tubers up to 10 cm long and wide; leaves up to 5 cm long and 3 cm wide; female spadices 3 globose or subglobose, 4 - 5 cm across; synandrium up to 4 mm wide 3 a. Plants 9 - 13 cm high; leaves broadly elliptic to oblong-lanceolate, up to 5 cm long; number of leaves 10 - 20; male spadices up to 3.5 x 4.5 cm; male bracts 5-angled, 3 - 4 x ca 3 mm 5.1. var. agastyamalayana 7 6 FLORA OF INDIA [VOL. 23 b. Plants 20 - 26 cm high; leaves suborbicular to orbicular, up to 3 cm long; number of 21 - 27; male spadices up to 14 x 7.5 cm; male bracts 6-angled, 7.5 - 13 x 5 - 8 mm leaves 5.4. var. tirunelveliensis 5.1. var. agastyamalayana M.B.Viswan., Prem Kumar & N. Ramesh in Rheedea 10: 121. f. 1. 2000. Fl. Jan. - May. Distrib. India: Evergreen tropical to subtropical forests of southern Western Ghats, at about 1200 m altitude. Tamil Nadu. Endemic. Notes. Parasitic on roots of Euonymus dichotomus. 5.2. var. indica Fl. & Fr. Oct. - Feb. Distrib. India: Evergreen subtropical forests, in shaded forest floors, between 500 - 2500 m; NE. India and W. Ghats of Peninsular India. Assam, Manipur, Andhra Pradesh, Mahara-shtra, Karnataka, Kerala and Tamil Nadu. Sri Lanka, Bangladesh, Myanmar, SW. China, Vietnam, Laos, Thailand, Malaysia, Indonesia, Philippines, Australia and Pacific Islands. 5.3. var. minor Eichler in DC., Prodr. 17: 145. 1873. Balanophora fungosa ssp. indica var. minor (Eichler) Hansen in Dansk Bot. Ark. 28: 106, f.22. 1972. Fl. & Fr. Dec. - Jan. Distrib. India: Evergreen subtropical forests, 1500 2000 m. Tamil Nadu. Thailand. Notes. Parasitic on roots of Litsea sp., Millettia sp., Pithecellobium sp., etc. 5.4. var. tirunelveliensis M.B.Viswan., Prem Kumar & N. Ramesh in Rheedea 10: 123, f. 2.",,,"AUTO-FLAG: abbreviated genus ('B.') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
121. Impatiens modesta Wight in Madras J. Lit. Sci.ser.  1.5:  13.1837&  Icon.3(3):,4,ambiguous,flowers pinkish or white,WHITE,"6. t. 968. 1845; Hook, f., Fl. Brit. India 1: 442.1874. Herbs, perennial, 8 - 30 cm high, epiphytic; rootstock tuberous. Leaves radical, ovate-cordate or suborbicular, acute, crenate-serrate, 2.5 - 1 4 x 2 - 9 cm, sparsely hairy above, glabrous and pale shining-glaucous beneath. Scape slender, erect, 10 - 20 cm long; bracts subulate, lanceolate, thickened at tips. Flowers pinkish or white ca 1 cm across in 2 - 5 cm long racemes; pedicels filiform. Upper sepals broad, obovate or suborbicular, lateral ones narrowly lanceolate or subulate, incumbent on upper. Lip 1997] B A L S A M I N A C E A E 183 horter than petals. Standard short, broader than long, entire. Wings 3-lobed; lobes ubequal, obtuse; spur short, obtuse, straight. Capsules ellipsoid, 4 - 6 mm long, acute at both ends, glabrous; seeds minute with spiral hairs. Fl&Fr. April-Sept. Distrib. India: Succulent epiphytes on moss cushions or lithophytes in damp shady woods at an altitude of 800 - 2000 m in Southern W. Ghats. Tamil Nadu and Kerala. Endemic. Chmmosomeno. n = 8,9,16 (Bhaskar, V.in Taxon 25 (1): 155.1976).",,,
